news_collected_time	high_freq_words
2015-01-20	"[('State', 37), ('Union', 17), ('Obama', 16), ('says', 14), ('trial', 13), ('hostages', 12), ('collapse', 11), ('Japanese', 11), ('Yemen', 11), ('1', 10), ('Colorado', 10), ('shooting', 10), ('threatens', 9), ('$', 9), ('Islamic', 9), ('brother', 9), ('dead', 8), ('overpass', 8), ('ISIS', 8), ('kill', 8), ('theater', 8), ('5-year-old', 8), (""'American"", 8), ('US', 8), (""n't"", 7), ('selection', 7), ('growth', 7), ('2', 7), ('Shooting', 7), ('begins', 7), ('boy', 7), ('shot', 7), ('Catholics', 6), ('injured', 6), ('breed', 6), ('Theater', 6), ('mansion', 6), ('Missouri', 6), ('Sniper', 6), ('Pope', 5), ('I-75', 5), ('Jury', 5), ('Larry Wilmore', 5), ('New', 5), (""'like"", 5), ('Trial', 5), (""rabbits'"", 5), ('2015', 5), ('kills', 5), ('James Holmes', 5)]"
2015-01-21	"[('State', 28), ('Obama', 27), ('Union', 16), ('2016', 12), ('leader', 11), ('Yemen', 11), ('US', 11), (""n't"", 11), ('says', 10), ('address', 10), ('Congress', 10), ('Iran', 9), ('Netanyahu', 9), ('talks', 8), ('Republicans', 8), ('Tel Aviv', 7), ('Cuba', 6), ('Israeli', 6), ('Japan', 6), ('speech', 6), ('Supreme Court', 6), ('Japanese', 6), ('invites', 6), ('Patriots', 5), ('Disneyland', 5), ('measles', 5), ('bus', 5), ('hospital', 5), ('ISIS', 5), ('hostages', 5), ('security', 5), ('rebels', 5), ('run', 5), ('GOP', 5), ('+video', 5), ('Reid', 5), ('Senate', 5), ('troops', 4), ('President', 4), ('SOTU', 4), ('Boston', 4), ('Palestinian', 4), ('threat', 4), (""'American"", 4), ('Sniper', 4), ('presidential', 4), ('fight', 4), ('could', 4), ('Romney', 4), ('Ukraine', 4)]"
2015-01-22	"[('says', 15), ('Senate', 14), ('Yemen', 14), (""n't"", 14), ('US', 13), ('Obama', 12), ('bill', 10), ('abortion', 9), ('sex', 9), ('president', 9), ('apartment', 8), ('House', 8), ('GOP', 8), ('climate', 8), ('NY', 8), ('Clock', 8), ('Patriots', 7), ('State', 7), ('change', 7), ('Prince', 7), ('season', 7), ('King', 7), ('President', 6), ('fire', 6), ('UPDATE', 6), ('Assembly', 6), ('Mitt Romney', 6), ('claims', 6), ('Deflategate', 6), ('meet', 6), ('amid', 6), ('Bill Belichick', 6), ('90', 6), ('2015', 6), ('Doomsday', 6), ('Jeff Gordon', 6), ('home', 5), ('crisis', 5), ('Islamic', 5), ('Says', 5), ('Video', 5), ('Donetsk', 5), ('Speaker', 5), ('Silver', 5), ('corruption', 5), ('death', 5), ('passes', 5), ('Andrew', 5), ('Saudi Arabia', 5), ('Meet', 5)]"
2015-01-23	"[('Doomsday', 10), ('King', 9), ('Saudi', 9), ('Clock', 9), ('closer', 9), ('YouTube', 8), ('Obama', 7), ('midnight', 7), (""'American"", 6), ('says', 6), ('Yemen', 6), ('moved', 6), ('Japan', 5), ('faces', 5), ('charges', 5), ('Sniper', 5), ('NASCAR', 5), ('Thai', 5), ('president', 5), ('hostages', 5), ('Yingluck', 4), ('seeks', 4), ('Jeff Gordon', 4), ('say', 4), ('PM', 4), ('2015', 4), ('New York', 4), ('President', 4), ('resigns', 4), ('woman', 4), ('Islamic', 4), ('State', 4), ('Japanese', 4), ('New', 4), ('2016', 4), ('storm', 4), ('broader', 3), ('audience', 3), ('personalities', 3), ('Saudi Arabia', 3), ('new', 3), ('Salman', 3), ('US', 3), ('Senate', 3), ('impeached', 3), ('criminal', 3), ('4-time', 3), ('career', 3), ('Rogen', 3), ('Gordon', 3)]"
2015-01-24	[('Obama', 23), ('Saudi', 21), ('2016', 21), ('India', 17), ('visit', 16), ('ISIS', 13), ('Ernie Banks', 12), ('king', 11), ('83', 9), ('King', 9), ('execution', 9), ('Greek', 9), ('new', 9), ('leaders', 8), ('says', 8), ('GOP', 8), ('Iowa', 8), ('pay', 7), ('US', 7), ('Alabama', 7), ('marriage', 7), ('ban', 7), ('Greece', 7), ('Ukraine', 7), ('Japanese', 7), ('election', 7), ('bomb', 7), ('threats', 7), ('respects', 6), ('Japan', 6), ('hostages', 6), ('Saudi Arabia', 6), ('4', 6), ('trip', 6), ('city', 6), ('dies', 6), ('dead', 6), ('hostage', 6), ('interested', 6), ('Atlanta', 6), ('woman', 5), ('stay', 5), ('gay', 5), ('rebels', 5), ('Abdullah', 5), ('Colorado', 5), ('Visit', 5), ('killed', 5), ('Police', 5), ('Killed', 5)]
2015-01-25	[('Obama', 31), ('Egypt', 21), ('anniversary', 19), ('India', 18), ('killed', 16), ('uprising', 15), ('city', 13), ('Ukraine', 10), ('Boko Haram', 10), ('2', 10), ('attack', 9), ('hostage', 9), ('video', 9), ('Modi', 8), ('Northeast', 8), ('death', 8), ('US', 7), ('new', 7), ('2016', 7), ('-', 7), ('storm', 7), ('Nigeria', 7), ('visit', 7), ('Nigerian', 7), ('refuge', 7), ('Russia', 6), ('GOP', 6), ('Japanese', 6), ('30', 6), ('election', 6), ('Japan', 6), ('power', 6), ('nuclear', 6), ('Alaska', 6), ('Iowa', 5), ('Saudi Arabia', 5), ('Greek', 5), ('Saudi', 5), ('Blizzard-like', 5), ('win', 5), ('dead', 5), ('concerns', 5), ('security', 5), ('2011', 5), ('attacks', 5), ('vote', 5), ('could', 5), ('White House', 5), ('deal', 5), ('seeks', 5)]
2015-01-26	[('White House', 18), ('India', 13), ('Obama', 12), ('killed', 10), ('drone', 9), ('grounds', 9), ('Christie', 8), ('Earth', 8), ('Greece', 8), ('State', 8), ('Greek', 8), ('Ukraine', 7), ('group', 7), ('2016', 7), ('Islamic', 7), ('Northeast', 6), ('flights', 6), ('Republic', 6), ('Day', 6), ('Auschwitz', 6), ('clash', 6), ('crashes', 6), ('Spain', 6), ('braces', 5), ('storm', 5), ('visit', 5), ('Asteroid', 5), ('Syriza', 5), ('asteroid', 5), ('Kobani', 5), ('10', 5), ('Egypt', 4), ('UPDATE', 4), ('victory', 4), ('parade', 4), ('site', 4), ('launches', 4), ('hacked', 4), ('2004', 4), ('BL86', 4), ('Malaysia Airlines', 4), ('takes', 4), ('big', 4), ('rebels', 4), ('-', 4), ('rises', 4), ('officials', 4), ('says', 4), ('New', 4), ('ISIS', 4)]
2015-01-27	[('2015', 7), ('drone', 6), ('Blizzard', 6), ('India', 5), ('New England', 4), ('Obama', 4), ('New York', 4), ('storm', 4), ('White House', 3), ('blizzard', 3), ('US', 3), ('Day', 2), ('prods', 2), ('religious', 2), ('Drone', 2), ('crash', 2), ('America', 2), ('dodges', 2), ('bullet', 2), ('Boston', 2), ('New', 2), ('England', 2), ('spares', 2), ('Snowstorm', 2), ('forecasts', 2), ('hits', 2), ('intelligence', 2), ('Secret', 1), ('Service', 1), ('Crashed', 1), ('used', 1), ('recreationally', 1), ('East Coast Snow Storm Snarls Travel Across Northeast', 1), ('PHOTOS', 1), ('First Lady Michelle', 1), ('At-Home', 1), ('reception', 1), ('Republic', 1), ('Small', 1), ('crashes', 1), ('lawn', 1), ('unanswered', 1), ('questions', 1), ('+video', 1), ('Kurdish', 1), ('forces', 1), ('control', 1), ('90', 1), ('per', 1), ('cent', 1)]
2015-01-28	"[('Jordan', 10), ('2015', 6), ('pilot', 6), ('New', 5), ('Michelle Obama', 5), ('nominee', 5), ('executions', 5), ('Boeing', 5), ('company', 5), ('California', 5), ('Blizzard', 4), ('England', 4), ('Greek', 4), ('prisoner', 4), (""'Friendship"", 4), ('Obama', 4), ('Saudi Arabia', 4), ('line', 4), ('may', 4), ('Fed', 4), ('Oklahoma', 4), ('One', 4), ('looks', 4), ('restrict', 4), ('flight', 4), ('areas', 4), ('declares', 3), ('swap', 3), ('ISIS', 3), ('deal', 3), ('Japanese', 3), ('Loretta Lynch', 3), ('$', 3), ('Saudi', 3), ('Nine', 3), ('Challenger', 3), ('burial', 3), ('trade', 3), ('convictions', 3), ('immigration', 3), ('killed', 3), ('Boston Marathon', 3), ('finish', 3), ('warns', 3), ('Romney', 3), ('Clinton', 3), ('new', 3), ('drug', 3), ('US', 3), (""n't"", 3)]"
2015-01-29	[('Obama', 13), ('murder', 12), ('State', 11), ('trial', 11), ('hostage', 10), ('Aaron Hernandez', 10), ('blast', 10), ('hospital', 10), ('Islamic', 9), ('Senate', 9), ('says', 9), ('dead', 8), ('killed', 8), ('Mexico', 8), ('95', 8), ('protesters', 8), ('Egypt', 8), ('new', 7), ('swap', 7), ('$', 7), ('Hezbollah', 7), ('Jordan', 7), ('2', 7), ('2016', 7), ('deadline', 6), ('grows', 6), ('demanded', 6), ('measles', 6), ('outbreak', 6), ('parts', 6), ('Israel', 6), ('children', 6), ('McCain', 6), ('siege', 5), ('police', 5), ('10', 5), ('summit', 5), ('leader', 5), ('found', 5), ('suitcase', 5), ('cases', 5), ('pilot', 5), ('ISIS', 5), ('budget', 5), ('spending', 5), ('Cases', 5), ('Mexico City', 5), ('presidential', 5), ('passes', 5), ('Keystone', 5)]
2015-01-30	"[('2016', 12), ('killed', 11), ('death', 10), ('mosque', 10), ('attacks', 9), ('Sinai', 9), ('US', 9), ('parole', 9), ('blast', 9), ('attack', 9), ('Pakistan', 9), ('NFL', 9), ('State', 8), (""n't"", 8), ('Israel', 8), ('man', 7), ('35', 7), ('Etan Patz', 7), ('murder', 7), ('hospital', 7), ('Suge Knight', 7), ('Dutch', 7), ('apartheid', 7), ('Knight', 6), ('Obama', 6), ('Islamic', 6), ('years', 6), ('trial', 6), ('says', 6), ('killer', 6), ('Romney', 6), ('2.6', 6), ('assault', 6), ('Senate', 5), ('hit-and-run', 5), ('ISIS', 5), ('TV', 5), ('kills', 5), ('Patriots', 5), ('%', 5), ('Seahawks', 5), ('case', 5), ('Suge', 4), ('Mexico', 4), ('claims', 4), ('police', 4), ('boy', 4), ('deadly', 4), ('dead', 4), ('arrested', 4)]"
2015-01-31	[('State', 16), ('Islamic', 14), ('Kobani', 11), ('says', 10), ('US', 10), ('ISIS', 10), ('Syrian', 10), ('town', 10), ('Japanese', 9), ('police', 8), ('defeat', 8), ('president', 8), ('Measles', 8), ('talks', 8), ('Ukraine', 8), ('San Francisco', 7), ('parts', 7), ('case', 7), ('Pakistan', 7), ('94', 7), ('peace', 7), ('New', 7), ('found', 7), ('Japan', 6), ('body', 6), ('mosque', 6), ('von', 6), ('Weizsaecker', 6), ('dies', 6), ('fighting', 6), ('Winter', 6), ('fighters', 6), ('vehicles', 6), ('air', 6), ('snow', 6), ('Brooklyn', 6), ('daughter', 6), ('Hall', 6), ('2016', 5), ('hostage', 5), ('detain', 5), ('-', 5), ('Australian', 5), ('NFL', 5), ('admits', 5), ('recall', 5), ('warehouse', 5), ('fire', 5), ('faulty', 5), ('storm', 5)]
2015-02-01	"[('parents', 13), ('Ukraine', 12), ('Japan', 10), ('shoots', 10), ('talks', 9), ('2016', 9), ('Obama', 9), ('journalist', 8), ('US', 8), ('1', 8), ('Egypt', 8), ('wounds', 8), ('shot', 8), ('peace', 7), ('Christie', 7), ('says', 7), ('Toddler', 7), ('handgun', 7), ('Midwest', 7), ('Peter Greste', 7), ('hostage', 6), ('-', 6), ('politics', 6), ('Chicago', 6), ('New Mexico', 6), ('mother', 6), ('toward', 6), ('Al Jazeera', 6), (""n't"", 6), ('Hall', 5), ('London', 5), ('ISIS', 5), ('Patriots', 5), ('Winter', 5), ('Whitney Houston', 5), ('Nigeria', 5), ('father', 5), ('Al-Jazeera', 5), ('freed', 5), ('budget', 5), ('tax', 5), ('snow', 4), ('storm', 4), ('New England', 4), ('NASA', 4), ('recall', 4), ('Seahawks', 4), ('NFL', 4), ('heads', 4), ('soccer', 4)]"
2015-02-02	"[('Obama', 24), ('US', 11), ('budget', 10), ('Christie', 10), ('$', 9), ('says', 8), ('Ukraine', 8), ('measles', 8), ('winter', 8), ('Northeast', 8), ('Groundhog', 8), ('arrested', 7), ('trial', 7), ('Strauss-Kahn', 7), ('Day', 7), ('White House', 7), ('NFL', 6), ('parents', 6), ('second', 6), ('groundhog', 6), ('Measles', 6), ('murder', 6), ('Seahawks', 5), ('urges', 5), ('2016', 5), ('week', 5), ('heads', 5), ('Parents', 5), (""n't"", 5), ('vaccinations', 5), ('outbreak', 5), ('Midwest', 5), ('charged', 5), ('weeks', 5), ('Punxsutawney Phil', 5), ('President', 4), ('sword', 4), ('colleagues', 4), ('Pennsylvania', 4), ('end', 4), ('Storm', 4), ('toward', 4), ('6', 4), ('chief', 4), ('Winter', 4), ('family', 4), ('Patriots', 4), ('science', 4), ('vaccines', 4), ('Budget', 4)]"
2015-02-03	"[('Obama', 17), ('$', 14), ('crash', 11), ('could', 10), ('-', 10), ('Harper Lee', 10), ('murder', 9), ('budget', 9), ('cause', 8), ('plane', 8), ('US', 7), ('measles', 7), ('Fidel Castro', 7), ('arrest', 7), ('says', 7), ('foreign', 7), ('Christie', 6), ('Northeast', 6), ('week', 6), ('mental', 6), ('say', 6), ('UN', 6), ('court', 6), ('&', 6), ('soldiers', 6), ('Pilot', 6), ('fatal', 6), ('sequel', 6), ('states', 5), ('vaccinations', 5), ('vaccines', 5), ('policy', 5), ('disorders', 5), ('bombs', 5), ('health', 5), ('French', 5), ('hit', 5), ('outbreak', 5), ('GOP', 5), ('novel', 5), ('President', 5), (""'Mockingbird"", 5), ('3', 5), ('immigration', 5), (""'To"", 5), ('Kill', 5), ('Mockingbird', 5), ('Argentine', 5), ('prosecutor', 5), ('Lance Armstrong', 5)]"
2015-02-04	"[('crash', 18), ('Jordan', 17), ('Obama', 13), ('immigration', 12), ('pilot', 11), ('Jeb Bush', 11), ('plane', 10), ('Metro-North', 10), ('FCC', 10), ('says', 9), ('SUV', 8), ('girlfriend', 8), ('Taiwan', 8), ('9/11', 8), ('Islamic', 7), ('health', 7), ('2', 7), ('Killing', 7), ('nominee', 7), ('Defense', 7), ('Detroit', 7), ('Internet', 7), ('State', 6), ('train', 6), ('Republicans', 6), ('Bobbi Kristina Brown', 6), (""n't"", 6), ('compromise', 6), ('lawmakers', 6), ('debate', 6), ('Carter', 6), ('Crash', 6), ('Armstrong', 5), ('hit', 5), ('cars', 5), ('law', 5), ('Pilot', 5), ('dead', 5), ('hits', 5), ('12', 5), ('police', 5), ('take', 5), ('blame', 5), ('vaccination', 5), ('river', 5), ('Train', 5), ('bill', 5), ('230', 5), ('life', 5), ('-', 5)]"
2015-02-05	"[('plane', 13), ('Ukraine', 13), ('Sniper', 11), ('Anthem', 10), ('ISIS', 10), ('Jordan', 10), (""'American"", 10), ('crash', 9), ('Taiwan', 9), ('Obama', 9), ('pilot', 9), ('State', 9), ('insurer', 8), ('Islamic', 8), ('breach', 8), ('shooting', 8), ('2', 7), ('could', 7), ('cover', 7), ('swimsuit', 7), ('$', 7), ('Maryland', 6), ('Net', 6), ('US', 6), ('students', 6), ('UPDATE', 6), ('Hannah Davis', 6), ('Jury', 6), ('prayer', 6), ('Pope Francis', 6), ('New York', 5), ('Millions', 5), ('high', 5), ('school', 5), ('data', 5), ('11', 5), ('FCC', 5), (""n't"", 5), ('measles', 5), ('health', 5), ('Illustrated', 5), ('neutrality', 5), ('Hospira', 5), ('may', 5), ('hack', 5), ('Dalai Lama', 5), ('Pope', 5), ('killed', 4), ('Jordanian', 4), ('king', 4)]"
2015-02-06	"[('Obama', 20), ('US', 19), ('ISIS', 13), ('says', 10), ('Islamic', 10), ('State', 10), ('hostage', 10), ('killed', 9), ('Dalai Lama', 8), ('crash', 6), ('Taiwan', 6), ('kidnapping', 6), ('military', 6), ('Kidnapping', 6), ('Jordan', 6), ('Ukraine', 6), ('Family', 6), ('Jordanian', 6), ('Friend', 6), ('TurboTax', 6), ('security', 6), ('boy', 5), ('China', 5), ('plane', 5), ('pilot', 5), ('University', 5), ('TransAsia', 5), ('air', 5), ('Congress', 5), ('suicide', 5), ('rate', 5), ('Alan Nunnelee', 5), ('state', 5), ('fraud', 5), ('attack', 4), ('report', 4), ('prayer', 4), ('RadioShack', 4), ('Australian', 4), ('deal', 4), ('family', 4), ('teach', 4), ('prime', 4), ('minister', 4), (""'good"", 4), ('event', 4), ('home', 4), ('data', 4), ('murder-suicide', 4), ('UPDATE', 4)]"
2015-02-07	"[('US', 19), ('Ukraine', 17), ('Nigeria', 17), ('hostage', 14), ('6', 14), ('killed', 14), ('Baghdad', 13), ('State', 12), ('says', 11), ('Islamic', 9), ('-', 9), ('Boko Haram', 9), (""'Serial"", 9), ('Delhi', 8), ('speech', 8), ('elections', 8), ('ISIS', 8), ('Yemen', 7), ('crash', 7), ('Iraq', 6), ('Bobbi Kristina Brown', 6), ('planned', 6), ('hope', 6), ('car', 6), ('people', 6), ('fight', 6), ('3', 6), ('dead', 6), ('appeal', 6), ('hopeful', 5), ('alive', 5), ('crisis', 5), ('Netanyahu', 5), ('vote', 5), ('Dems', 5), ('limit', 5), ('harm', 5), ('work', 5), ('possible', 5), ('rebels', 5), ('three', 5), ('postpones', 5), ('14', 5), ('bombings', 5), ('Kayla Mueller', 5), ('21', 5), ('Bruce Jenner', 5), ('Family', 4), ('still', 4), ('2', 4)]"
2015-02-08	"[('shooting', 15), ('crash', 15), ('says', 14), ('Ukraine', 13), ('dead', 12), ('Police', 10), ('3', 10), ('US', 10), ('Bruce Jenner', 9), ('5', 9), ('gunman', 8), ('mall', 8), ('State', 8), ('Niger', 8), ('Dean Smith', 8), ('83', 8), ('Georgia', 7), ('killed', 7), ('1', 6), ('involved', 6), ('town', 6), ('victims', 5), ('fatal', 5), ('star', 5), ('unhurt', 5), ('involving', 5), ('Another', 5), ('days', 5), ('shot', 5), ('Islamic', 5), ('Boko Haram', 5), ('ISIS', 5), ('car', 5), ('targeted', 4), ('sought', 4), ('Malibu', 4), ('Vladimir Putin', 4), ('paparazzi', 4), ('death', 4), ('election', 4), ('New England', 4), ('least', 4), ('people', 4), ('border', 4), ('arrested', 4), ('County', 4), ('dies', 4), ('Jordan', 4), ('56', 4), (""''"", 4)]"
2015-02-09	"[('HSBC', 13), ('police', 13), ('Egypt', 12), ('Alabama', 11), ('US', 10), ('dead', 9), ('marriage', 9), (""n't"", 9), ('killed', 8), ('soccer', 8), ('Jeb Bush', 8), ('Obama', 7), ('New', 7), ('football', 6), ('Ukraine', 6), ('Merkel', 6), ('gay', 6), ('French', 6), ('Congress', 6), ('Swiss', 5), ('violence', 5), ('case', 5), ('chief', 5), ('State', 5), ('Greek', 5), ('fire', 5), ('Netanyahu', 5), ('measles', 5), ('GOP', 5), ('Supreme Court', 5), ('matches', 4), ('stadium', 4), ('kill', 4), ('Cairo', 4), ('state', 4), ('visit', 4), ('Another', 4), ('Winter', 4), ('bank', 4), ('top', 4), ('licenses', 4), ('justice', 4), ('fans', 4), ('shows', 4), ('strike', 4), ('found', 4), ('Marseille', 4), ('charged', 4), ('Chief', 4), ('Justice', 4)]"
2015-02-10	[('death', 14), ('murder', 14), ('marriage', 13), ('charged', 13), ('US', 13), ('Jeb Bush', 12), ('Obama', 12), ('Alabama', 11), ('11', 10), ('Ukraine', 10), ('new', 9), ('2-month-old', 9), ('Strauss-Kahn', 9), ('Kayla Mueller', 9), ('says', 8), ('gay', 8), ('Bush', 8), ('New', 7), ('Says', 7), ('aide', 7), ('ISIS', 7), ('sex', 7), ('peace', 7), ('talks', 7), ('sodomy', 6), ('opposition', 6), ('leader', 6), ('say', 6), ('Jesse Matthew', 6), ('Malaysia', 6), ('case', 6), ('conviction', 5), ('shot', 5), ('Reports', 5), ('Girl', 5), ('party', 5), ('stowaway', 5), ('Jeb', 5), ('$', 5), ('American', 5), ('White House', 5), ('hostage', 5), ('NYPD', 5), ('court', 4), ('upholds', 4), ('TV', 4), ('Police', 4), ('Los Angeles', 4), ('chase', 4), ('Hannah', 4)]
2015-02-11	"[('Obama', 15), ('Ukraine', 15), ('Jon Stewart', 12), ('ISIS', 12), (""'American"", 12), ('Sniper', 12), ('Yemen', 11), ('US', 10), ('talks', 10), ('peace', 9), ('shooting', 8), ('man', 8), ('trial', 8), ('fight', 7), ('President', 7), ('300', 7), ('Congress', 7), ('murder', 7), ('killing', 6), ('New', 6), ('officer', 6), ('Mediterranean', 6), ('War', 6), ('pipeline', 6), ('bill', 6), (""'The"", 5), ('Daily Show', 5), ('UK', 5), ('Islamic', 5), ('State', 5), ('police', 5), ('Minsk', 5), ('resigns', 5), ('death', 5), ('Putin', 5), ('years', 5), ('migrants', 5), ('Costa Concordia', 5), ('says', 4), ('NYC', 4), ('stairwell', 4), ('American', 4), ('terror', 4), ('close', 4), ('dead', 4), ('Authorization', 4), ('charged', 4), ('Trial', 4), ('3', 4), ('Muslims', 4)]"
2015-02-12	"[('Obama', 18), ('Ukraine', 17), ('Sniper', 17), (""'American"", 15), ('Bob Simon', 11), ('slain', 10), ('2016', 10), ('FBI', 9), ('talks', 8), ('Philadelphia', 8), ('Minsk', 7), ('peace', 7), ('shooting', 7), ('prison', 7), ('$', 7), ('deal', 7), ('court', 7), ('Chapel', 6), ('3', 6), ('Muslim', 6), ('students', 6), ('Chris Kyle', 6), ('correspondent', 6), ('killed', 6), ('says', 6), ('trial', 6), ('Oregon', 6), ('Director', 6), ('Judge', 6), ('Alabama', 6), (""'60"", 5), ('Minutes', 5), ('crash', 5), ('2', 5), ('Police', 5), ('Korean Air', 5), (""'nut"", 5), ('rage', 5), ('gives', 5), ('emotional', 5), ('testimony', 5), ('Cease-Fire', 5), (""n't"", 5), ('journalists', 5), ('1', 5), ('year', 5), ('Expedia', 5), ('police', 5), ('Costa Concordia', 4), ('death', 4)]"
2015-02-13	"[('Obama', 27), ('David Carr', 18), ('New', 13), ('police', 11), ('US', 10), (""n't"", 10), ('Alabama', 9), ('attack', 9), ('Oregon', 8), ('video', 8), ('Ukraine', 8), ('Pakistan', 8), ('State', 8), ('man', 7), ('governor', 7), ('cybersecurity', 7), ('Silicon Valley', 7), ('FBI', 6), ('Indian', 6), ('gay', 6), ('freed', 6), ('stick', 6), ('President', 6), ('Orleans', 6), ('base', 6), ('Ginsburg', 6), ('dead', 5), ('58', 5), ('journalists', 5), ('selfie', 5), ('cyber', 5), ('calls', 5), ('Mardi Gras', 5), ('shooting', 5), ('marriage', 5), ('One', 5), ('killed', 5), ('mosque', 5), ('Valentine', 5), ('Day', 5), ('sober', 5), (""'I"", 5), ('California', 4), ('22', 4), ('3', 4), ('Muslims', 4), ('retrial', 4), ('prison', 4), ('summit', 4), ('journalist', 4)]"
2015-02-14	"[('Obama', 19), ('shooting', 16), ('Ukraine', 13), ('plot', 11), ('Valentine', 11), ('says', 10), ('Day', 10), ('Halifax', 9), (""n't"", 9), ('Apple', 9), ('kill', 8), (""'American"", 8), ('Sniper', 8), ('police', 8), ('car', 8), ('Yemen', 8), ('secretary', 8), ('West Coast', 8), ('Canada', 7), ('deal', 7), ('Jeb Bush', 7), ('Oregon', 7), ('port', 7), ('say', 6), ('Police', 6), ('crisis', 6), ('mall', 6), ('foiled', 6), ('murder', 6), ('attack', 6), ('US', 6), ('snow', 6), ('26', 6), ('governor', 6), ('peace', 5), ('Ginsburg', 5), ('100', 5), ('sober', 5), ('State', 5), ('visit', 5), ('draws', 5), ('throngs', 5), ('Stanford', 5), ('campus', 5), ('mass', 5), ('ceasefire', 5), ('clashes', 5), ('admits', 5), ('Another', 5), ('Fighting', 5)]"
2015-02-15	"[('Ukraine', 17), ('police', 14), ('State', 12), ('Police', 11), ('Obama', 11), ('ceasefire', 11), ('Islamic', 11), ('rules', 11), ('Copenhagen', 11), ('$', 11), ('says', 10), ('Boehner', 9), ('US', 8), ('attack', 8), ('parade', 8), ('terror', 8), ('threat', 8), ('1', 8), ('New England', 7), ('FAA', 7), ('use', 7), ('kills', 7), ('Israel', 7), ('Libya', 7), ('David Carr', 6), ('2', 6), ('snow', 6), ('White House', 6), ('cold', 6), ('governor', 6), ('drones', 6), ('Jewish', 6), ('commercial', 6), ('drone', 6), ('calls', 6), ('Egyptian', 6), ('banks', 6), ('-', 5), ('shootings', 5), ('protest', 5), ('winds', 5), ('Ukrainian', 5), ('scorpion', 5), ('dies', 5), ('attacks', 5), ('Germany', 5), ('Woman', 5), ('flight', 5), ('funding', 5), (""n't"", 5)]"
2015-02-16	"[('Greek', 15), ('dies', 14), ('Libya', 13), ('FAA', 10), ('Ukraine', 10), ('Copenhagen', 10), ('talks', 10), ('rules', 9), ('93', 9), ('shooting', 9), ('All-Star', 8), ('Game', 8), ('$', 8), ('68', 8), ('NBA', 7), ('Louis Jourdan', 7), ('Netanyahu', 7), ('ISIS', 7), ('killed', 7), (""n't"", 7), ('debt', 7), ('40th', 7), ('indicted', 7), ('Lesley Gore', 7), ('State', 6), ('says', 6), ('US', 6), ('hits', 6), ('suspect', 6), ('Police', 6), ('France', 6), ('deal', 6), ('oil', 6), ('3', 6), ('deaths', 6), ('West Virginia', 6), ('White House', 6), ('commercial', 5), ('drone', 5), ('star', 5), ('gunman', 5), ('attacks', 5), ('-', 5), ('Israel', 5), ('shootout', 5), ('mass', 5), ('terror', 5), ('Jews', 5), ('2', 5), (""'Fifty"", 5)]"
2015-02-17	[('Ukraine', 14), ('US', 13), ('Obama', 10), ('train', 9), ('oil', 9), ('immigration', 9), ('Haiti', 9), ('Judge', 8), ('Islamic', 8), ('Immigration', 8), ('Defense', 8), ('hit', 7), ('Train', 7), ('least', 7), ('Carnival', 7), ('storm', 7), ('South', 7), ('float', 7), ('people', 7), ('New', 7), ('Secretary', 7), ('Libya', 6), ('State', 6), ('Pakistan', 6), ('Police', 6), ('accident', 6), ('police', 6), ('carnival', 6), ('Mars', 6), ('ruling', 6), ('Mardi Gras', 6), ('16', 6), ('armed', 6), ('drones', 6), ('Virginia', 5), ('Federal', 5), ('trial', 5), ('Japan', 5), ('ISIS', 5), ('-', 5), ('One', 5), ('die', 5), ('ice', 5), ('death', 5), ('court', 5), ('Biden', 5), ('West', 4), ('Texas', 4), ('hits', 4), ('Greek', 4)]
2015-02-18	"[('Obama', 20), ('Wednesday', 13), ('immigration', 10), ('US', 10), ('Ukraine', 9), ('Nicki Minaj', 9), ('says', 8), ('Ash', 8), ('town', 7), ('Jeb Bush', 7), ('Secret Service', 7), ('stabbed', 7), ('Aleppo', 6), (""n't"", 6), ('dead', 6), ('death', 6), ('million', 6), ('extremism', 6), ('Oregon', 6), ('Boko Haram', 6), ('governor', 6), ('troops', 6), ('retreat', 6), ('Fed', 6), ('refinery', 6), ('UN', 5), ('officials', 5), ('drones', 5), ('may', 5), ('$', 5), ('armed', 5), ('media', 5), ('Modi', 5), ('Ukrainian', 5), ('HSBC', 5), ('policy', 5), ('Bush', 5), ('rebels', 5), ('President', 5), ('killed', 5), ('rates', 5), ('tour', 5), ('2', 5), ('Westminster Dog Show', 4), ('Show', 4), ('wins', 4), ('show', 4), ('Police', 4), ('defence', 4), ('forces', 4)]"
