news_collected_time	high_freq_words
2014-12-20	"[('Cuba', 14), ('US', 13), ('Pakistan', 12), ('Obama', 10), ('Taliban', 10), ('school', 8), ('Gaza', 8), ('Guantanamo', 8), ('Police', 8), ('woman', 7), ('children', 7), ('4', 7), ('video', 7), ('Cairns', 7), ('charged', 7), ('four', 7), ('Afghanistan', 7), ('ties', 6), ('shows', 6), ('New', 6), ('Ray Rice', 6), ('says', 6), ('U.S.', 6), ('detainees', 6), ('Castro', 5), ('killed', 5), ('militants', 5), (""n't"", 5), ('Florida', 5), ('killing', 5), ('new', 5), ('released', 5), ('Israel', 5), ('massacre', 5), ('police', 5), ('strike', 5), ('home', 5), ('Protesters', 5), ('NYPD', 5), ('Mall', 5), ('America', 5), ('costume', 5), ('Australian', 4), ('arrested', 4), ('Eight', 4), ('Supreme Court', 4), ('attack', 4), ('US-Cuba', 4), ('time', 4), ('assault', 4)]"
2014-12-21	"[('police', 10), ('Obama', 9), ('home', 9), ('school', 9), ('Police', 9), ('Muhammad Ali', 8), ('children', 8), ('killed', 8), ('Florida', 8), ('charged', 7), ('49ers', 7), ('US', 7), ('pneumonia', 7), ('NYPD', 7), ('2', 7), ('officer', 7), ('State', 7), ('&', 7), ('son', 6), ('Tunisians', 6), ('Pakistan', 6), ('shot', 6), ('say', 6), ('Kyle Field', 6), ('Peshawar', 5), ('Boxing', 5), ('Rahm Emanuel', 5), ('-', 5), (""n't"", 5), ('Cairns', 5), ('near', 5), ('massacre', 5), ('murder', 5), ('attack', 5), ('Madonna', 5), ('Iraqi', 5), ('side', 5), ('Hospitalized', 5), ('Mother', 4), ('eight', 4), ('playoff', 4), ('legend', 4), ('lead', 4), ('Cuba', 4), ('mother', 4), ('deaths', 4), ('8', 4), ('Chicago', 4), ('Mayor', 4), ('mugged', 4)]"
2014-12-22	[('Police', 11), ('police', 10), ('charges', 9), ('hearing', 8), ('10', 8), ('$', 8), ('Jameis Winston', 7), ('days', 7), ('French', 7), ('car', 7), ('dies', 7), ('70', 7), ('officer', 6), ('US', 6), ('Obama', 6), ('North Korea', 6), ('Sydney', 6), ('officers', 6), ('Spain', 6), ('New York', 6), ('pedestrians', 6), ('2', 6), ('trial', 6), ('Milwaukee', 6), ('Joe Cocker', 6), ('plead', 6), ('guilty', 6), ('cleared', 5), ('conduct', 5), ('Madonna', 5), ('siege', 5), ('family', 5), ('found', 5), ('says', 5), ('mayor', 5), ('man', 5), ('fraud', 5), ('Vatican', 5), ('Internet', 5), ('de', 4), ('UPDATE', 4), ('action', 4), ('6', 4), ('murder', 4), ('France', 4), ('snow', 4), ('Pakistan', 4), ('attack', 4), ('Packers', 4), ('!', 4)]
2014-12-23	[('Internet', 13), ('North Korea', 12), ('shooting', 12), ('guilty', 12), ('US', 11), ('crash', 11), ('siege', 10), ('Milwaukee', 10), ('Police', 9), ('killed', 9), ('70', 8), ('NYC', 8), ('police', 8), ('Sydney', 8), ('18000', 8), ('FDA', 8), ('Joe Cocker', 7), ('Glasgow', 7), ('fatal', 7), ('coffee', 7), ('dead', 6), ('2014', 6), ('victims', 6), ('warns', 6), ('Keurig', 6), ('million', 6), ('recalls', 6), ('Dow', 6), ('Report', 5), ('lorry', 5), ('says', 5), ('man', 5), ('arrested', 5), ('plead', 5), ('7', 5), ('Michael Grimm', 5), ('growth', 5), ('collapses', 4), ('60', 4), ('bin', 4), ('&', 4), ('held', 4), ('journalists', 4), ('NYPD', 4), ('black', 4), ('due', 4), ('cop', 4), ('AP', 4), ('sources', 4), ('congressman', 4)]
2014-12-24	[('India', 11), ('blood', 9), ('President', 9), ('George HW Bush', 9), ('Syria', 9), ('hospitalized', 8), ('Dow', 8), ('State', 8), ('Bush', 7), ('FDA', 7), ('men', 7), ('Former', 7), ('North Korea', 7), ('Assam', 7), ('Islamic', 7), ('attack', 7), ('Santa', 7), ('NORAD', 7), ('case', 7), ('ban', 6), ('gay', 6), ('kill', 6), ('18000', 6), ('US', 6), ('attacks', 6), ('Police', 6), ('plane', 6), ('pilot', 6), ('Israeli', 6), ('Gaza', 6), ('1977', 6), ('bid', 6), ('sex', 6), ('Ex-President', 5), ('donations', 5), ('Houston', 5), ('ISIS', 5), ('says', 5), ('63', 5), ('Jordanian', 5), ('close', 5), ('denies', 5), ('Polanski', 5), ('George', 4), ('H.W', 4), ('UPDATE', 4), ('rises', 4), ('new', 4), ('2', 4), ('charged', 4)]
2014-12-25	"[('attack', 16), ('base', 10), ('hospital', 8), ('Obama', 8), ('African Union', 8), ('tsunami', 8), ('George HW Bush', 7), ('Day', 7), ('US', 6), ('President', 6), ('Miami', 6), ('Bush', 6), ('attacks', 6), ('militants', 5), ('state', 5), ('Missouri', 5), ('police', 5), ('India', 5), ('Hawaii', 5), ('killed', 5), ('dead', 5), ('pilot', 4), ('Former', 4), ('LeBron James', 4), ('return', 4), ('Heat', 4), ('Ex-president', 4), ('night', 4), ('Texas', 4), ('military', 4), ('hunts', 4), ('rebels', 4), ('deadly', 4), ('remote', 4), ('Protests', 4), ('vacation', 4), ('release', 4), ('arrested', 4), ('Aceh', 4), ('2004', 4), ('Somalia', 4), ('10', 4), (""'The"", 4), ('Interview', 4), ('9', 4), ('remains', 3), ('North Korea', 3), ('film', 3), ('Assam', 3), ('violence', 3)]"
2014-12-26	"[('US', 17), ('attack', 12), ('Pakistan', 12), ('tsunami', 11), ('10', 11), ('school', 10), ('militants', 8), ('anniversary', 8), ('Indian', 8), (""'The"", 8), ('kill', 8), ('Korea', 8), ('Russia', 8), ('NYPD', 7), ('7', 7), ('Interview', 7), ('South Carolina', 7), ('10th', 6), ('killed', 6), ('Ocean', 6), ('1', 6), ('2', 6), ('Rafael Ramos', 6), ('strikes', 6), ('boy', 6), ('arrested', 6), ('massacre', 6), ('$', 6), ('found', 6), ('Xbox', 5), ('slain', 5), ('officers', 5), ('says', 5), ('Japan', 5), ('floods', 5), ('Ukraine', 5), ('Islamic', 5), ('-', 5), ('first', 5), ('million', 5), ('dead', 4), ('held', 4), ('PlayStation', 4), (""n't"", 4), ('Officer', 4), ('Years', 4), ('PM', 4), ('cuts', 4), ('holiday', 4), ('deal', 4)]"
2014-12-27	"[('Internet', 15), ('US', 13), ('calls', 8), ('officer', 8), ('says', 8), ('North Korea', 8), ('Obama', 8), ('tsunami', 8), ('Officer', 8), ('blames', 7), ('new', 7), ('Bush', 7), ('stabbing', 7), ('Police', 7), ('Korea', 6), ('NYPD', 6), ('funeral', 6), ('militants', 6), ('Jeb Bush', 6), ('Somalia', 6), ('riding', 5), ('scooter', 5), ('39', 5), ('kill', 5), ('Jeb', 5), ('killed', 5), ('Tenet Healthcare', 5), ('board', 5), ('``', 5), (""''"", 5), ('hospital', 5), ('outages', 5), ('2004', 5), ('surrenders', 5), ('Clinton', 5), ('John Paul II', 5), ('Bowl', 5), ('N.', 4), ('12-year-old', 4), ('car', 4), ('slain', 4), ('army', 4), ('airstrikes', 4), ('Pakistan', 4), ('President', 4), ('Bell', 4), ('Thousands', 4), ('New York', 4), ('found', 4), ('South Carolina', 4)]"
2014-12-28	[('Afghanistan', 17), ('US', 16), ('ferry', 15), ('police', 14), ('killed', 14), ('officer', 12), ('fire', 12), ('5', 12), ('Texas', 12), ('hospital', 10), ('Internet', 10), ('end', 10), ('North Korea', 9), ('Obama', 9), ('calls', 9), ('NATO', 9), ('mission', 9), ('Police', 9), ('dead', 9), ('weekend', 7), ('mark', 7), ('near', 7), ('Bush', 6), ('Greece', 6), ('Arizona', 6), ('Fire', 6), ('San', 6), ('guilty', 6), ('shootout', 5), ('NYPD', 5), ('Michigan', 5), ('blames', 5), ('outages', 5), ('de', 5), ('2014', 5), ('suspect', 5), ('remain', 5), ('plead', 5), ('DA', 5), ('Packers', 5), ('Malaysia', 4), ('Nebraska', 4), ('Holiday', 4), ('Bowl', 4), ('Christie', 4), ('stranded', 4), ('new', 4), ('loss', 4), ('Greek', 4), ('49ers', 4)]
2014-12-29	[('Obama', 18), ('US', 14), ('wedding', 11), ('golf', 10), ('GOP', 8), ('attack', 8), ('couple', 8), ('ferry', 7), ('Los Angeles', 7), ('white', 7), ('game', 7), ('dead', 6), ('Afghanistan', 6), ('Greek', 6), ('$', 6), ('2015', 6), ('LAPD', 6), ('Somalia', 6), ('Bush', 5), ('South Korea', 5), ('police', 5), ('killed', 5), ('Greece', 5), ('Police', 5), ('Gmail', 5), ('China', 5), ('veto', 5), ('pen', 5), ('fire', 5), ('shot', 5), ('leader', 5), ('strike', 5), ('hospital', 4), ('kills', 4), ('proposes', 4), ('talks', 4), ('crisis', 4), ('3', 4), ('president', 4), ('4', 4), ('Iran', 4), ('senior', 4), ('prices', 4), ('Virgin Atlantic', 4), ('landing', 4), ('shark', 4), ('admired', 4), ('board', 4), ('2002', 4), ('man', 4)]
2014-12-30	[('2015', 6), ('Rep.', 4), ('announces', 4), ('resignation', 4), ('guilty', 4), ('Penalties', 4), ('Michael Grimm', 3), ('resign', 3), ('tax', 3), ('evasion', 3), ('wedding', 3), ('Obama', 3), ('golf', 3), ('Autopsy', 3), ('man', 3), ('GOP', 3), ('health', 3), ('insurance', 3), ('rise', 3), ('-', 3), ('Shows', 2), ('Wizards', 2), ('group', 2), ('autopsy', 2), ('new', 2), ('shooting', 2), ('white', 2), ('Grimm', 2), ('game', 2), ('Michigan', 2), ('NY', 2), ('police', 2), ('Case', 2), ('lead', 2), ('release', 2), ('effective', 2), ('Jan.', 2), ('5', 2), ('Ezell Ford', 2), ('2016', 2), ('presidential', 2), ('House', 2), ('leader', 2), ('plea', 2), ('Los Angeles', 2), ('3', 2), ('brother', 2), ('Russian', 2), ('admitting', 1), ('Ezell Ford Autopsy', 1)]
2014-12-31	"[('killed', 3), ('flu', 3), ('says', 3), ('gun', 2), ('Transgender', 2), ('Says', 2), ('Doug Marrone', 2), ('leaves', 2), ('Bills', 2), ('2014', 2), ('hospitals', 2), ('epidemic', 2), ('toddler', 2), ('shot', 2), ('Winter', 2), ('Kills', 2), ('Least', 2), ('Rose Bowl', 2), ('US', 2), ('loved', 2), ('South', 2), ('California', 2), ('Boy', 1), ('shooting', 1), (""'unzipped"", 1), ('special', 1), ('purse', 1), ('pocket', 1), ('Abbas Signs Up', 1), ('Palestinians', 1), ('Join International Criminal Court', 1), (""'Fix"", 1), ('Society', 1), ('Teen Leelah Alcorn', 1), ('Posted', 1), ('Plea', 1), ('Suicide Writer Claims Credit', 1), ('CNN', 1), ('Hacking', 1), ('Threat', 1), (""'Joke'"", 1), ('Hiker', 1), ('getting', 1), ('hit', 1), ('avalanche', 1), ('mountain', 1), ('rockets', 1), ('top', 1), ('NFL', 1), ('coaching', 1)]"
2015-01-01	"[('retrial', 12), ('Egypt', 11), ('says', 11), ('police', 11), ('killed', 10), ('run', 10), ('Jeb Bush', 10), ('2015', 9), ('court', 9), ('open', 9), ('board', 9), ('South', 9), ('2', 9), ('leader', 8), ('Al-Jazeera', 8), ('possible', 8), ('orders', 8), ('journalists', 8), ('Police', 8), ('wedding', 7), ('talks', 7), ('2016', 7), ('resigns', 7), ('man', 7), ('Florida', 7), ('Shanghai', 6), ('case', 6), ('summit', 6), ('Syria', 6), ('mother', 6), ('GM', 6), ('shooting', 5), ('kill', 5), ('20', 5), ('3', 5), ('remaining', 5), ('judge', 5), ('Egyptian', 5), ('officers', 5), (""n't"", 5), ('breach', 5), (""'Only"", 5), ('chief', 5), ('shot', 5), ('wife', 5), ('takes', 4), ('Court', 4), ('civilians', 4), ('ahead', 4), ('Jeb', 4)]"
2015-01-02	"[('found', 10), ('new', 10), ('death', 9), ('2', 8), ('man', 8), ('shootout', 8), ('Bono', 8), ('broken', 8), ('Senate', 8), ('Harry Reid', 8), (""n't"", 8), ('82', 7), ('Mario Cuomo', 7), ('dead', 7), ('Ohio State', 7), ('Police', 7), ('mom', 7), ('leader', 7), ('officers', 7), ('ribs', 7), ('team', 6), ('seek', 6), ('migrant', 6), ('highway', 6), ('play', 6), ('guitar', 6), ('New', 6), ('dies', 6), ('bones', 6), (""'Beverly"", 6), ('Governor', 5), ('Kanye West', 5), ('Paul McCartney', 5), ('Alabama', 5), ('Kim Jong Un', 5), ('says', 5), ('ship', 5), ('may', 5), ('cops', 5), ('shot', 5), ('facial', 5), ('accident', 5), ('W.Va.', 5), ('wo', 5), ('James Brady', 5), ('say', 5), ('Donna Douglas', 5), ('Dies', 4), (""'Only"", 4), ('Former', 4)]"
2015-01-03	"[('US', 25), ('dies', 21), ('Israel', 12), ('plane', 11), ('crash', 11), ('Congress', 11), ('Palestinians', 10), ('Girl', 9), ('7', 9), ('4', 9), ('NYPD', 8), ('Body', 8), ('dead', 7), ('Police', 7), ('Kentucky', 7), ('wake', 7), ('embassy', 7), ('bombings', 7), ('first', 7), ('rain', 7), ('95', 7), ('survives', 6), ('ICC', 6), (""n't"", 6), ('suspect', 6), ('slain', 6), ('GOP', 6), ('snow', 6), (""'Beverly"", 5), ('death', 5), ('Survives', 5), ('says', 5), ('Libyan', 5), ('trial', 5), ('mulls', 5), ('war', 5), ('crimes', 5), ('al', 5), ('family', 5), ('tax', 5), ('ice', 5), ('prelude', 5), ('bitter', 5), ('cold', 5), ('2016', 5), ('Donna Douglas', 4), ('charges', 4), ('«', 4), ('CBS', 4), ('Killed', 4)]"
2015-01-04	"[('funeral', 11), ('dies', 11), ('plane', 11), ('US', 11), ('new', 11), ('crash', 11), ('NYPD', 10), ('Stuart Scott', 10), ('Prince', 9), ('Andrew', 9), ('cardinals', 9), ('49', 9), ('sex', 8), ('missing', 8), ('home', 8), ('shot', 8), ('Congress', 7), ('show', 7), ('CES', 7), ('Obama', 6), ('Prince Andrew', 6), ('Republicans', 6), ('challenge', 6), ('survivor', 6), ('come', 6), ('freshmen', 6), ('newest', 6), ('class', 6), ('ESPN', 6), ('Officer', 5), ('GOP', 5), ('claims', 5), ('son', 5), ('police', 5), ('2016', 5), ('says', 5), ('Baby', 5), ('bombing', 5), ('2015', 5), ('day', 4), ('trial', 4), ('dog', 4), ('North Korea', 4), ('slain', 4), ('officer', 4), ('sanctions', 4), (""'sex"", 4), ('Fox News', 4), ('Mike Huckabee', 4), ('Sex', 4)]"
2015-01-05	"[('dead', 12), ('$', 11), ('police', 11), ('US', 10), ('says', 9), ('crash', 9), ('2', 8), ('fund', 7), ('5', 7), ('CES', 7), ('home', 7), ('take', 7), ('Flu', 7), ('NYC', 6), ('Cowboys', 6), ('ESPN', 6), ('slain', 6), ('founder', 6), ('found', 6), ('Congress', 6), ('marriages', 6), ('Florida', 6), ('claims', 5), ('Obama', 5), ('selection', 5), ('trial', 5), ('son', 5), ('Monday', 5), ('Boston', 5), ('Police', 5), ('man', 5), ('GOP', 5), ('same-sex', 5), ('begin', 5), ('Miami', 5), ('killed', 5), ('avalanche', 5), ('North', 5), ('Dakota', 5), ('Hedge', 4), ('Founder', 4), ('prices', 4), ('Brent', 4), ('oil', 4), (""'re-examine"", 4), ('Stuart Scott', 4), ('NYPD', 4), ('wake', 4), ('case', 4), ('apartment', 4)]"
2015-01-06	"[('Gov', 15), ('McDonnell', 11), ('2', 11), ('Jeb Bush', 10), ('Snow', 9), ('officers', 8), ('shot', 8), ('police', 8), ('Congress', 8), ('NYPD', 7), ('expected', 7), ('veto', 7), ('Hall', 7), ('Fame', 7), (""n't"", 6), ('Two', 6), ('day', 6), ('shooting', 6), ('US', 6), ('prison', 6), ('bitter', 6), ('cold', 6), ('sentenced', 6), ('GOP', 6), ('says', 6), ('Keystone', 6), ('Miami', 5), ('set', 5), ('years', 5), ('Son', 5), ('fund', 5), ('Midwest', 5), ('Northeast', 5), ('dead', 5), ('Former', 5), ('Virginia', 5), ('Florida', 5), ('Palestinian', 5), ('tax', 5), ('man', 5), ('new', 5), ('PAC', 5), ('White House', 5), ('Boehner', 5), ('Mario Cuomo', 5), ('speaker', 5), ('Day', 5), ('6', 5), ('Bronx', 4), ('marry', 4)]"
2015-01-07	[('FBI', 18), ('NAACP', 16), ('shooting', 13), ('brother', 13), ('Yemen', 12), ('explosion', 12), ('Police', 12), ('police', 11), ('California', 11), ('office', 10), ('man', 9), ('plane', 8), ('Texas', 8), ('dead', 8), ('charged', 8), ('kills', 8), ('15', 7), ('outside', 7), ('Colorado', 7), ('near', 7), ('measles', 7), ('capsule', 6), ('attack', 6), ('least', 6), ('Colorado Springs', 6), ('2', 6), ('sisters', 6), ('Ohio', 6), ('gras', 6), ('VA', 5), ('hospital', 5), ('question', 5), ('11', 5), ('bomber', 5), ('air', 5), ('Shooting', 5), ('cold', 5), ('fatal', 5), ('US', 5), ('outbreak', 5), ('judge', 5), ('1795', 4), ('earthquakes', 4), ('North Texas', 4), ('skydivers', 4), ('witnesses', 4), ('killing', 4), ('New', 4), ('back', 4), ('bomb', 4)]
2015-01-08	"[('California', 19), ('People', 15), ('$', 15), ('bridge', 12), ('gras', 11), ('Obama', 10), ('Girl', 9), ('Florida', 9), ('death', 9), ('Honda', 9), ('foie', 8), ('dies', 8), ('girl', 8), ('Senate', 8), ('2', 7), ('dead', 7), ('5', 7), ('antibiotic', 7), ('70', 7), ('70M', 7), ('chemo', 7), ('Choice Awards', 6), ('attendants', 6), ('refusing', 6), ('fly', 6), ('back', 6), ('Choice', 6), ('2015', 6), ('say', 6), ('US', 6), ('Barbara Boxer', 6), ('marriage', 6), ('Boston', 6), ('2024', 6), (""'Big"", 5), ('fired', 5), ('Antibiotic', 5), ('Awards', 5), ('father', 5), ('teen', 5), ('ban', 5), ('Dad', 5), ('Sen.', 5), ('President', 5), (""n't"", 5), ('gay', 5), ('Olympics', 5), ('bid', 5), ('18-vehicle', 4), ('San Diego', 4)]"
2015-01-09	[('Obama', 15), ('community', 13), ('college', 12), ('bid', 12), ('2024', 12), ('US', 12), ('president', 11), ('Boston', 11), ('Olympics', 11), ('court', 11), ('free', 10), ('bridge', 9), ('5.6', 9), ('trial', 9), ('Keystone', 8), ('pipeline', 8), ('selection', 8), ('begins', 8), ('Michigan', 8), ('murder', 7), ('Aaron Hernandez', 7), ('70', 6), ('plan', 6), ('$', 6), ('accused', 6), ('new', 6), ('may', 6), ('girl', 6), ('attack', 6), ('Boko Haram', 6), ('252000', 6), ('charges', 6), ('Sri Lanka', 5), ('USOC', 5), ('police', 5), ('Charlie Hebdo', 5), ('suspects', 5), ('Olympic', 5), ('marriage', 5), ('bans', 5), ('town', 5), ('Baga', 5), ('weigh', 5), ('1', 5), ('pileup', 5), ('House', 5), ('forces', 5), ('2016', 5), ('9', 4), ('Barbara Boxer', 4)]
2015-01-10	"[('Obama', 28), ('college', 14), ('George Zimmerman', 12), ('arrested', 12), ('Nigeria', 10), ('community', 10), ('pileup', 9), ('President', 9), ('free', 9), ('Michigan', 8), ('Boko Haram', 8), ('assault', 7), ('felony', 6), ('charges', 6), ('new', 6), ('suspect', 6), ('dead', 6), ('terror', 6), ('killed', 6), ('Florida', 6), ('Keystone', 5), ('1', 5), ('Nigerian', 5), ('says', 5), ('plan', 5), ('week', 5), ('French', 5), ('Romney', 4), ('run', 4), ('I-94', 4), ('strategy', 4), ('France', 4), ('police', 4), ('attack', 4), ('Baga', 4), ('–', 4), ('domestic', 4), ('aggravated', 4), ('charge', 4), ('still', 4), (""n't"", 4), ('Prosecutors', 3), ('Petraeus', 3), ('continues', 3), ('leaves', 3), ('Mitt Romney', 3), ('White House', 3), ('press', 3), ('tuition', 3), ('pipeline', 3)]"
2015-01-11	[('Nigeria', 10), ('57', 9), ('kills', 9), ('Packers', 9), ('Texas', 8), ('France', 8), ('suicide', 8), ('killed', 8), ('people', 6), ('Patriots', 6), ('attack', 6), ('White House', 6), ('Cowboys', 6), ('Petraeus', 6), ('hospital', 5), ('Obama', 5), ('Idaho', 5), ('rally', 5), ('tanker', 5), ('Pakistan', 5), ('shooting', 5), ('terror', 5), ('3', 5), ('title', 5), ('game', 5), ('Boko Haram', 5), ('summit', 5), ('violent', 5), ('extremism', 5), ('bombers', 5), ('Haiti', 5), ('Nigerian', 4), ('George Zimmerman', 4), ('office', 4), ('Bus', 4), ('oil', 4), ('Seahawks', 4), ('years', 4), ('arrested', 4), ('least', 4), ('host', 4), ('new', 4), ('beat', 4), ('north', 4), ('dies', 4), ('Taylor Negron', 4), ('Holder', 4), ('5', 4), ('San Jose', 4), ('hit', 4)]
2015-01-12	"[('Obama', 16), ('US', 15), ('says', 10), ('2016', 9), ('new', 8), ('data', 8), ('Haiti', 7), ('privacy', 7), ('Taliban', 7), ('Cowboys', 7), ('Congress', 7), (""n't"", 7), ('Senate', 7), ('president', 6), ('massacre', 6), ('Deciphering', 6), ('5', 6), ('run', 6), ('McCaskill', 6), ('Twitter', 6), ('hacked', 6), ('earthquake', 5), ('laws', 5), ('school', 5), ('reopens', 5), ('rally', 5), ('Run', 5), ('Monday', 4), ('years', 4), ('protect', 4), ('consumer', 4), ('open', 4), ('students', 4), ('expected', 4), ('_', 4), ('Years', 4), ('chemistry', 4), ('lack', 4), ('$', 4), ('game', 4), ('53', 4), ('prisoners', 4), ('UPDATE', 4), ('wo', 4), ('Missouri', 4), ('account', 4), ('military', 4), ('running', 4), ('1', 4), ('smoke', 4)]"
2015-01-13	"[('Obama', 26), ('State', 20), ('US', 14), ('2016', 11), ('Senate', 11), ('new', 10), ('bid', 10), ('Charlie Hebdo', 9), ('says', 9), ('GOP', 9), ('California', 8), ('Twitter', 7), ('run', 7), ('UPDATE', 7), ('smoke', 6), (""n't"", 6), ('Ohio State', 6), ('General', 6), ('Pakistan', 6), ('congressman', 6), ('compares', 6), ('bus', 6), ('10', 6), ('Romney', 6), ('video', 6), ('Christie', 6), ('1', 5), ('dead', 5), ('DC', 5), ('Kamala Harris', 5), ('military', 5), ('Attorney', 5), ('show', 5), ('could', 5), ('leaders', 5), ('Metro', 5), ('YouTube', 5), ('sites', 5), ('hacked', 5), (""''"", 5), ('Hitler', 5), ('Barbara Boxer', 5), ('Ukraine', 5), ('tweet', 5), ('boy', 5), ('Boehner', 5), ('bartender', 5), ('station', 4), ('France', 4), ('back', 4)]"
2015-01-14	[('Obama', 17), ('US', 15), ('bus', 11), ('station', 10), ('says', 9), ('attack', 9), ('space', 9), ('officials', 9), ('10', 9), ('Boko Haram', 9), ('Secret Service', 9), ('officer', 8), ('El', 8), ('Capitan', 8), ('House', 8), ('Texas', 8), ('prison', 8), ('train', 8), ('new', 7), ('dead', 7), ('JPMorgan', 7), ('methane', 7), ('Charlie Hebdo', 6), ('bartender', 6), ('evacuate', 6), ('life', 6), ('immigration', 6), ('Nigeria', 6), ('broadband', 6), ('leave', 6), ('2016', 5), ('police', 5), ('say', 5), ('2', 5), ('Yosemite', 5), ('top', 5), ('lawmaker', 5), ('John Boehner', 5), ('Ohio', 5), ('President', 5), ('4', 5), ('moves', 5), ('Senate', 5), ('half', 5), ('precaution', 5), ('California', 5), ('killed', 5), ('replace', 5), ('paid', 5), ('Oil', 4)]
2015-01-15	[('Obama', 17), ('attack', 11), ('man', 10), ('Yosemite', 10), ('El', 10), ('Capitan', 10), ('Ohio', 9), ('leave', 9), ('US', 9), ('2', 8), ('says', 8), ('Pope', 8), ('Cuba', 8), ('paid', 7), ('State', 7), ('plot', 6), ('climb', 6), ('Two', 6), ('climbers', 6), ('Charlie Hebdo', 6), ('terror', 6), ('GOP', 6), ('Oklahoma', 6), ('embargo', 6), ('Belgian', 6), ('travel', 6), ('new', 6), ('police', 6), ('images', 5), ('Boko Haram', 5), ('arrested', 5), ('push', 5), ('working', 5), ('recognize', 5), ('trade', 5), ('call', 5), ('Secret Service', 4), ('Cameron', 4), ('change', 4), ('reach', 4), ('top', 4), ('historic', 4), ('US Capitol', 4), ('U.S.', 4), ('FBI', 4), ('men', 4), ('UPDATE', 4), ('renew', 4), ('parents', 4), ('kill', 4)]
2015-01-16	[('police', 17), ('Obama', 14), ('2', 13), ('2014', 13), ('US', 12), ('2016', 11), ('plan', 10), ('call', 10), ('Muslim', 9), ('prayer', 9), ('train', 9), ('RNC', 9), ('Europe', 9), ('crime', 9), ('UK', 8), ('Cameron', 8), ('spree', 8), ('year', 8), ('Penn State', 8), ('Iran', 8), ('GOP', 8), ('400', 7), ('rebels', 7), ('back', 7), ('black', 7), ('Twitter', 7), ('Oklahoma', 6), ('President', 6), ('troops', 6), ('Syrian', 6), ('arrested', 6), ('found', 6), ('hottest', 6), ('record', 6), ('new', 6), ('wins', 6), ('debates', 6), ('Duke', 5), ('chapel', 5), ('first', 5), ('Google', 5), ('Belgian', 5), ('Florida', 5), ('Philippine', 5), ('Pentagon', 5), ('terror', 5), ('cancels', 5), ('use', 5), ('Supreme Court', 5), ('Police', 5)]
2015-01-17	"[('police', 16), ('dead', 13), ('2014', 12), ('2016', 12), ('Pope', 11), ('Florida', 11), ('shooting', 11), ('year', 10), ('record', 10), ('Obama', 10), ('Police', 10), ('CBS', 10), ('fire', 10), ('terror', 9), ('Belgium', 9), ('mall', 9), ('shot', 9), ('2', 9), ('Greg Anthony', 8), ('Charlie Hebdo', 8), ('warmest', 7), ('marriage', 7), ('Romney', 7), ('killed', 7), ('found', 7), ('Mitt Romney', 6), ('says', 6), ('suspect', 6), ('State', 6), ('Niger', 6), ('dies', 6), ('say', 5), ('US', 5), ('raids', 5), ('Supreme Court', 5), ('set', 5), ('gay', 5), ('crime', 5), ('suspects', 5), ('New', 5), ('Run', 5), ('ICC', 5), (""n't"", 5), ('new', 5), ('arrest', 5), ('Mounties', 5), ('New Jersey', 5), (""'Shake"", 5), ('quadruplets', 5), ('giving', 4)]"
2015-01-18	[('Obama', 19), ('Florida', 13), ('State', 13), ('Indonesia', 11), ('dead', 11), ('Delaware', 11), ('President', 9), ('Ukraine', 9), ('home', 9), ('Shots', 9), ('fired', 9), ('executes', 8), ('2016', 8), ('shooting', 8), ('tax', 8), ('Donetsk', 8), ('airport', 8), ('King', 8), ('2', 7), ('mall', 7), ('Charlie Hebdo', 7), ('Mass', 7), ('Islamic', 7), ('rebels', 7), ('Pope', 6), ('Philippines', 6), ('1', 6), ('newborn', 6), ('US', 6), ('police', 6), ('fire', 6), ('Mother', 6), ('wealthy', 6), ('retake', 6), ('Romney', 6), ('Biden', 6), ('outside', 6), ('terror', 5), ('drug', 5), ('wounded', 5), ('two', 5), ('Police', 5), ('found', 5), ('firing', 5), ('GOP', 5), ('protests', 5), ('Manila', 5), ('Pope Francis', 5), ('Yazidis', 5), ('Iraq', 5)]
2015-01-19	"[('State', 21), ('1', 18), ('%', 17), ('King', 16), ('Union', 15), ('Obama', 13), ('Yemen', 10), ('wealth', 10), (""'American"", 10), ('outside', 9), ('home', 9), ('2016', 9), ('Richest', 9), ('Sniper', 9), ('NFL', 8), ('5', 8), ('killed', 8), ('Jr.', 8), ('Pope', 8), ('Hezbollah', 8), ('Israel', 8), ('Jindal', 8), ('Argentine', 8), (""'no-go"", 8), ('dead', 7), ('US', 7), ('Iran', 7), ('presidential', 7), ('Patriots', 7), ('Oxfam', 7), ('Martin Luther', 7), ('control', 7), ('world', 7), ('prosecutor', 7), ('found', 7), ('Prosecutor', 7), ('Martin Luther King', 6), ('Day', 6), ('rest', 6), ('says', 6), ('Argentina', 6), ('zones', 6), ('palace', 5), ('footballs', 5), ('say', 5), ('Israeli', 5), ('Syria', 5), ('-', 5), ('Found', 5), (""n't"", 5)]"
