news_collected_time	high_freq_words
2014-12-20	"[('US', 20), ('Sony', 15), ('Cuba', 15), ('Obama', 12), ('Pakistan', 12), ('says', 10), ('Taliban', 10), ('school', 8), ('children', 8), ('Gaza', 8), ('Cairns', 8), ('U.S.', 8), ('North Korea', 8), ('Guantanamo', 8), ('Police', 8), ('woman', 7), ('4', 7), ('video', 7), ('charged', 7), ('four', 7), ('ties', 6), (""n't"", 6), ('Florida', 6), ('shows', 6), ('Ray Rice', 6), ('joint', 6), ('detainees', 6), ('killed', 5), ('arrested', 5), ('militants', 5), ('killing', 5), ('attack', 5), ('new', 5), ('New', 5), ('released', 5), ('eight', 5), ('Israel', 5), ('massacre', 5), ('police', 5), ('hacking', 5), ('proposes', 5), ('strike', 5), ('home', 5), ('Protesters', 5), ('Afghanistan', 5), ('NYPD', 5), ('Mall', 5), ('America', 5), ('costume', 5), ('Australian', 4)]"
2014-12-21	"[('Obama', 12), ('US', 11), ('police', 10), ('home', 9), ('school', 9), ('Police', 9), ('North Korea', 8), ('Sony', 8), ('charged', 8), ('Muhammad Ali', 8), ('children', 8), (""n't"", 8), ('officer', 8), ('killed', 8), ('Florida', 8), ('State', 8), ('49ers', 7), ('pneumonia', 7), ('NYPD', 7), ('de', 7), ('2', 7), ('attack', 7), ('&', 7), ('hack', 6), ('Rahm Emanuel', 6), ('son', 6), ('Cairns', 6), ('Tunisians', 6), ('Pakistan', 6), ('shot', 6), ('Iraqi', 6), ('say', 6), ('Kyle Field', 6), ('says', 6), ('Hospitalized', 6), ('Peshawar', 5), ('Boxing', 5), ('Cuba', 5), ('mother', 5), ('deaths', 5), ('8', 5), ('-', 5), ('Muhammad', 5), ('Ali', 5), ('near', 5), ('massacre', 5), ('murder', 5), ('Madonna', 5), ('Kurds', 5), ('Islamic', 5)]"
2014-12-22	[('Christmas', 12), ('Police', 11), ('police', 10), ('North Korea', 9), ('charges', 9), ('US', 8), ('hearing', 8), ('Obama', 8), ('10', 8), ('days', 8), ('$', 8), ('China', 7), ('travel', 7), ('French', 7), ('car', 7), ('dies', 7), ('70', 7), ('officer', 6), ('Jameis Winston', 6), ('Sydney', 6), ('officers', 6), ('says', 6), ('New York', 6), ('pedestrians', 6), ('2', 6), ('trial', 6), ('Vatican', 6), ('Milwaukee', 6), ('Internet', 6), ('plead', 6), ('guilty', 6), ('expected', 5), ('cleared', 5), ('conduct', 5), ('hacking', 5), ('snow', 5), ('week', 5), ('siege', 5), ('family', 5), ('found', 5), ('mayor', 5), ('man', 5), ('Spain', 5), ('fraud', 5), ('Glasgow', 5), ('Joe Cocker', 5), ('CIA', 5), ('de', 4), ('Sony', 4), ('UPDATE', 4)]
2014-12-23	"[('North Korea', 15), ('Internet', 13), ('Christmas', 12), ('shooting', 12), ('guilty', 12), ('US', 11), ('crash', 11), ('siege', 10), ('Milwaukee', 10), ('Police', 9), ('killed', 9), ('Sony', 9), ('18000', 9), ('Joe Cocker', 8), ('70', 8), ('Glasgow', 8), ('NYC', 8), ('police', 8), ('Sydney', 8), ('FDA', 8), ('dead', 7), ('fatal', 7), ('coffee', 7), ('recalls', 7), ('Dow', 7), ('2014', 6), ('victims', 6), ('warns', 6), ('Michael Grimm', 6), ('Keurig', 6), ('million', 6), ('Report', 5), ('lorry', 5), ('says', 5), ('market', 5), ('man', 5), ('arrested', 5), ('plead', 5), ('truck', 5), ('7', 5), (""'The"", 5), ('growth', 5), ('collapses', 4), ('60', 4), ('bin', 4), ('&', 4), ('held', 4), ('journalists', 4), ('NYPD', 4), ('hack', 4)]"
2014-12-24	"[('Christmas', 19), ('Police', 14), ('Sony', 11), ('India', 11), ('blood', 10), ('North Korea', 10), ('Christmas Eve', 10), ('President', 9), ('Syria', 9), ('hospitalized', 8), ('FDA', 8), ('men', 8), ('Dow', 8), ('film', 8), ('George HW Bush', 8), ('State', 8), ('attack', 8), ('Bush', 7), ('ban', 7), ('gay', 7), ('18000', 7), ('says', 7), ('US', 7), ('attacks', 7), ('Interview', 7), ('Assam', 7), ('Islamic', 7), ('Santa', 7), ('Bethlehem', 7), ('NORAD', 7), ('case', 7), ('donations', 6), ('UPDATE', 6), ('kill', 6), ('rises', 6), ('Former', 6), (""'The"", 6), ('man', 6), ('plane', 6), ('pilot', 6), ('Israeli', 6), ('Gaza', 6), ('Ebola', 6), ('1977', 6), ('bid', 6), ('sex', 6), ('Ex-President', 5), ('Day', 5), ('Houston', 5), ('new', 5)]"
2014-12-25	"[('Christmas', 30), ('attack', 16), ('Day', 13), ('CDC', 12), ('Obama', 12), ('hospital', 11), ('police', 11), ('base', 11), ('Sony', 10), ('George HW Bush', 9), ('African Union', 9), ('lab', 8), ('President', 8), ('North Korea', 8), ('Hawaii', 8), ('Interview', 8), ('tsunami', 8), ('US', 7), ('Bush', 7), ('shooting', 7), ('attacks', 7), ('de', 6), ('Former', 6), ('Miami', 6), ('Ebola', 6), ('says', 6), ('arrest', 6), (""'The"", 6), ('dead', 6), ('militants', 5), ('LeBron James', 5), ('exposure', 5), ('night', 5), ('state', 5), ('India', 5), ('rebels', 5), ('Police', 5), ('Hong Kong', 5), ('12', 5), ('protesters', 5), ('hack', 5), ('killed', 5), ('en', 4), ('$', 4), ('armed', 4), ('near', 4), ('tech', 4), ('pilot', 4), ('remains', 4), ('return', 4)]"
2014-12-26	"[('US', 17), ('Christmas', 13), ('attack', 12), ('Pakistan', 12), ('tsunami', 11), ('10', 11), (""'The"", 11), ('Interview', 10), ('school', 10), ('1', 9), ('Korea', 9), ('$', 9), ('militants', 8), ('anniversary', 8), ('Indian', 8), ('kill', 8), ('Philadelphia', 8), ('Russia', 8), ('Obama', 7), ('PlayStation', 7), ('2', 7), ('NYPD', 7), ('7', 7), ('South Carolina', 7), ('found', 7), ('Day', 6), ('10th', 6), ('killed', 6), ('Xbox', 6), ('Ocean', 6), ('Rafael Ramos', 6), ('strikes', 6), ('Islamic', 6), ('train', 6), ('baby', 6), ('boy', 6), ('arrested', 6), ('massacre', 6), ('Sony', 5), ('slain', 5), ('officers', 5), ('says', 5), ('President', 5), ('Japan', 5), ('floods', 5), ('hit', 5), ('Ukraine', 5), ('3', 5), ('subway', 5), ('gives', 5)]"
2014-12-27	"[('Internet', 15), ('US', 13), ('North Korea', 13), ('Obama', 11), ('Christmas', 11), ('Bush', 9), ('calls', 8), ('blames', 8), ('riding', 8), ('scooter', 8), ('officer', 8), ('says', 8), ('killed', 8), ('tsunami', 8), ('Officer', 8), ('new', 7), ('stabbing', 7), ('Sony', 7), ('Police', 7), ('Korea', 6), ('NYPD', 6), ('funeral', 6), ('militants', 6), ('baby', 6), ('Jeb', 6), ('board', 6), ('PlayStation', 6), ('surrenders', 6), ('Somalia', 6), ('39', 5), ('kill', 5), ('hacking', 5), ('Tenet Healthcare', 5), ('Boy', 5), ('President', 5), ('``', 5), (""''"", 5), ('Jeb Bush', 5), ('hospital', 5), ('outages', 5), ('New York', 5), ('2004', 5), ('3G', 5), ('Neil', 5), ('deGrasse', 5), ('Bowl', 5), ('N.', 4), ('12-year-old', 4), ('hit', 4), ('car', 4)]"
2014-12-28	[('police', 18), ('US', 18), ('Afghanistan', 16), ('killed', 15), ('ferry', 15), ('officer', 14), ('Police', 13), ('fire', 12), ('5', 12), ('Texas', 12), ('Missing', 11), ('hospital', 11), ('dead', 11), ('AirAsia', 10), ('Internet', 10), ('calls', 10), ('NATO', 10), ('end', 10), ('North Korea', 9), ('Obama', 9), ('mission', 9), ('Arizona', 8), ('Bush', 7), ('weekend', 7), ('mark', 7), ('near', 7), ('says', 6), ('Greece', 6), ('Ferguson', 6), ('suspect', 6), ('Fire', 6), ('remain', 6), ('San', 6), ('guilty', 6), ('shootout', 5), ('162', 5), ('Indonesia', 5), ('NYPD', 5), ('Michigan', 5), ('blames', 5), ('outages', 5), ('Spokesman', 5), ('de', 5), ('ends', 5), ('war', 5), ('2014', 5), ('1', 5), ('plead', 5), ('DA', 5), ('Interview', 5)]
2014-12-29	[('Obama', 18), ('US', 14), ('wedding', 11), ('golf', 10), ('Missing', 9), ('GOP', 8), ('attack', 8), ('couple', 8), ('dead', 7), ('ferry', 7), ('$', 7), ('Los Angeles', 7), ('white', 7), ('game', 7), ('Afghanistan', 6), ('Greek', 6), ('police', 6), ('killed', 6), ('AirAsia', 6), ('2015', 6), ('Ebola', 6), ('LAPD', 6), ('Somalia', 6), ('Bush', 5), ('hospital', 5), ('South Korea', 5), ('Greece', 5), ('Police', 5), ('PlayStation', 5), ('back', 5), ('Gmail', 5), ('veto', 5), ('pen', 5), ('fire', 5), ('shot', 5), ('case', 5), ('leader', 5), ('strike', 5), ('kills', 4), ('proposes', 4), ('talks', 4), ('Search', 4), ('missing', 4), ('1', 4), ('China', 4), ('crisis', 4), ('3', 4), ('-', 4), ('10', 4), ('president', 4)]
2014-12-30	[('2015', 6), ('Ebola', 5), ('Rep.', 4), ('Michael Grimm', 4), ('announces', 4), ('resignation', 4), ('guilty', 4), ('Penalties', 4), ('resign', 3), ('tax', 3), ('evasion', 3), ('wedding', 3), ('Obama', 3), ('golf', 3), ('Autopsy', 3), ('man', 3), ('GOP', 3), ('Los Angeles', 3), ('health', 3), ('insurance', 3), ('rise', 3), ('-', 3), ('Shows', 2), ('past', 2), ('Wizards', 2), ('Rockets', 2), ('group', 2), ('US', 2), ('autopsy', 2), ('new', 2), ('shooting', 2), ('Missing', 2), ('investigating', 2), ('possible', 2), ('debris', 2), ('white', 2), ('Grimm', 2), ('game', 2), ('transferred', 2), ('London', 2), ('Michigan', 2), ('shows', 2), ('AirAsia', 2), ('jet', 2), ('NY', 2), ('police', 2), ('2', 2), ('Case', 2), ('lead', 2), ('release', 2)]
2014-12-31	"[('Eve', 5), ('2015', 5), ('New', 4), ('Year', 4), ('flu', 4), ('New Year', 4), ('celebration', 3), ('year', 3), ('Times', 3), ('Square', 3), ('epidemic', 3), ('killed', 3), ('says', 3), ('35', 2), ('Video', 2), ('gun', 2), ('Palestinians', 2), ('Transgender', 2), ('Says', 2), ('Doug Marrone', 2), ('leaves', 2), ('Bills', 2), ('2014', 2), ('hospitals', 2), ('toddler', 2), ('shot', 2), ('Wal-Mart', 2), ('Winter', 2), ('fireworks', 2), ('Kills', 2), ('Least', 2), ('World', 2), ('US', 2), ('loved', 2), ('South', 2), ('California', 2), ('Stampede', 1), ('Shanghai New Year', 1), ('kills', 1), ('Spectacular', 1), ('Drone', 1), ('Captures', 1), ('Sydney', 1), ('Fireworks Boy', 1), ('shooting', 1), (""'unzipped"", 1), ('special', 1), ('purse', 1), ('pocket', 1), ('NYC', 1)]"
2015-01-01	"[('New', 17), ('Shanghai', 15), ('Year', 12), ('retrial', 12), ('killed', 11), ('Egypt', 11), ('says', 11), ('police', 11), ('stampede', 10), ('2015', 10), ('run', 10), ('Police', 10), ('leader', 9), ('court', 9), ('New Year', 9), ('open', 9), ('year', 9), ('board', 9), ('possible', 9), ('South', 9), ('2', 9), ('orders', 9), ('Jeb Bush', 9), ('wedding', 8), ('Al-Jazeera', 8), ('Eve', 8), ('journalists', 8), ('man', 8), ('kills', 7), ('talks', 7), ('36', 7), ('new', 7), ('summit', 7), ('2016', 7), ('AirAsia', 7), ('resigns', 7), ('Florida', 7), ('Bush', 6), ('case', 6), ('snow', 6), ('West', 6), (""Year's"", 6), ('Syria', 6), ('mother', 6), ('GM', 6), ('FBI', 5), ('shooting', 5), ('Korean', 5), ('Jeb', 5), ('Storm', 5)]"
2015-01-02	"[('AirAsia', 15), ('found', 13), ('man', 12), ('bodies', 11), ('New Year', 11), ('new', 11), ('2', 9), ('de', 9), ('death', 9), ('team', 8), ('Mario Cuomo', 8), ('mom', 8), ('North Korea', 8), ('shootout', 8), ('officers', 8), ('Bono', 8), ('broken', 8), ('Senate', 8), ('Harry Reid', 8), (""n't"", 8), ('82', 7), ('Eve', 7), ('US', 7), ('dead', 7), ('Ohio State', 7), ('Police', 7), ('New', 7), ('leader', 7), ('says', 7), ('QZ8501', 7), ('say', 7), ('may', 7), ('search', 7), ('ribs', 7), ('Florida', 6), ('seek', 6), ('migrant', 6), ('highway', 6), ('W.Va.', 6), ('play', 6), ('guitar', 6), ('dies', 6), ('30', 6), ('bones', 6), ('sanctions', 6), (""'Beverly"", 6), ('Governor', 5), ('mother', 5), ('Paul McCartney', 5), ('Former', 5)]"
2015-01-03	"[('US', 30), ('dies', 21), ('AirAsia', 17), ('Israel', 14), ('crash', 12), ('4', 12), ('plane', 11), ('Palestinians', 11), ('Congress', 11), ('Girl', 9), ('7', 9), ('sanctions', 8), ('NYPD', 8), ('first', 8), ('Body', 8), ('large', 7), ('dead', 7), ('North Korea', 7), ('Police', 7), ('Kentucky', 7), ('wake', 7), (""n't"", 7), ('embassy', 7), ('bombings', 7), ('rain', 7), ('95', 7), ('search', 6), ('survives', 6), ('found', 6), ('ICC', 6), ('says', 6), ('suspect', 6), ('mulls', 6), ('war', 6), ('crimes', 6), ('slain', 6), ('GOP', 6), ('snow', 6), (""'Beverly"", 5), ('Sony', 5), ('hack', 5), ('death', 5), ('objects', 5), ('Survives', 5), ('Flight', 5), ('trial', 5), ('lawsuits', 5), ('top', 5), ('al', 5), ('family', 5)]"
2015-01-04	[('US', 16), ('new', 13), ('crash', 12), ('sanctions', 11), ('funeral', 11), ('dies', 11), ('plane', 11), ('North Korea', 10), ('NYPD', 10), ('Andrew', 10), ('Stuart Scott', 10), ('sex', 9), ('Prince', 9), ('AirAsia', 9), ('cardinals', 9), ('49', 9), ('show', 8), ('missing', 8), ('home', 8), ('shot', 8), ('Sony', 7), ('Congress', 7), ('Republicans', 7), ('2016', 7), ('CES', 7), ('Obama', 6), ('Prince Andrew', 6), ('says', 6), ('challenge', 6), ('survivor', 6), ('come', 6), ('freshmen', 6), ('newest', 6), ('class', 6), ('ESPN', 6), ('Officer', 5), ('UPDATE', 5), ('GOP', 5), ('claims', 5), ('son', 5), ('may', 5), ('divers', 5), ('found', 5), ('police', 5), ('Baby', 5), ('bombing', 5), ('2015', 5), ('day', 4), ('trial', 4), ('dog', 4)]
2015-01-05	"[('dead', 12), ('$', 11), ('police', 11), ('US', 10), ('crash', 10), ('says', 9), ('CES', 9), ('2', 8), ('fund', 7), ('5', 7), ('home', 7), ('take', 7), ('Flu', 7), ('NYC', 6), ('Cowboys', 6), ('ESPN', 6), ('slain', 6), ('founder', 6), ('found', 6), ('Congress', 6), ('GOP', 6), ('marriages', 6), ('Florida', 6), ('avalanche', 6), ('claims', 5), ('Obama', 5), ('selection', 5), ('case', 5), ('trial', 5), ('son', 5), ('Monday', 5), ('Boston', 5), ('Police', 5), ('man', 5), ('same-sex', 5), ('begin', 5), ('Miami', 5), ('killed', 5), ('juror', 5), ('North', 5), ('Dakota', 5), ('Hedge', 4), ('Founder', 4), ('Son', 4), ('prices', 4), ('Brent', 4), ('oil', 4), (""'re-examine"", 4), ('Stuart Scott', 4), ('NYPD', 4)]"
2015-01-06	"[('Gov', 16), ('2', 14), ('SpaceX', 11), ('McDonnell', 11), ('Congress', 10), ('Jeb Bush', 10), ('Snow', 9), ('rocket', 8), ('officers', 8), ('shot', 8), ('shooting', 8), ('police', 8), (""n't"", 7), ('NYPD', 7), ('fund', 7), ('expected', 7), ('GOP', 7), ('Florida', 7), ('veto', 7), ('Hall', 7), ('Fame', 7), ('Two', 6), ('set', 6), ('day', 6), ('Son', 6), ('US', 6), ('prison', 6), ('bitter', 6), ('cold', 6), ('hedge', 6), ('founder', 6), ('Former', 6), ('sentenced', 6), ('murder', 6), ('says', 6), ('man', 6), ('Keystone', 6), ('Day', 6), ('Miami', 5), ('years', 5), ('Midwest', 5), ('Northeast', 5), ('dead', 5), ('Virginia', 5), ('First', 5), ('Palestinian', 5), ('tax', 5), ('new', 5), ('PAC', 5), ('White House', 5)]"
2015-01-07	[('FBI', 24), ('NAACP', 17), ('plane', 14), ('shooting', 14), ('AirAsia', 13), ('brother', 13), ('Police', 13), ('Yemen', 12), ('police', 12), ('explosion', 12), ('California', 11), ('office', 10), ('man', 10), ('dead', 9), ('attack', 9), ('tail', 8), ('charged', 8), ('kills', 8), ('Colorado', 8), ('12', 8), ('capsule', 7), ('15', 7), ('Texas', 7), ('says', 7), ('least', 7), ('outside', 7), ('black', 7), ('near', 7), ('North Korea', 7), ('measles', 7), ('found', 6), ('Colorado Springs', 6), ('2', 6), ('Paris', 6), ('French', 6), ('magazine', 6), ('Shooting', 6), ('cold', 6), ('sisters', 6), ('Ohio', 6), ('gras', 6), ('VA', 5), ('hospital', 5), ('question', 5), ('11', 5), ('bomber', 5), ('Tail', 5), ('jet', 5), ('satirical', 5), ('air', 5)]
2015-01-08	"[('California', 18), ('People', 15), ('$', 15), ('attack', 13), ('bridge', 12), ('says', 11), ('gras', 11), ('Obama', 11), ('Girl', 9), ('Florida', 9), ('US', 9), ('death', 9), ('Honda', 9), ('AirAsia', 8), ('Paris', 8), ('foie', 8), ('dies', 8), ('girl', 8), ('Senate', 8), ('2', 7), ('dead', 7), ('back', 7), ('5', 7), ('antibiotic', 7), ('say', 7), ('70', 7), ('70M', 7), ('chemo', 7), ('attendants', 6), ('refusing', 6), ('fly', 6), ('Choice', 6), ('2015', 6), ('Barbara Boxer', 6), ('marriage', 6), ('Boston', 6), ('bid', 6), ('2024', 6), ('Choice Awards', 5), ('black', 5), (""'Big"", 5), ('fired', 5), ('new', 5), ('hunt', 5), ('New', 5), ('Antibiotic', 5), ('-', 5), ('Awards', 5), ('father', 5), ('teen', 5)]"
2015-01-09	[('Obama', 13), ('community', 13), ('2024', 13), ('college', 12), ('bid', 12), ('US', 12), ('president', 11), ('Boston', 11), ('Olympics', 11), ('court', 11), ('free', 10), ('bridge', 9), ('5.6', 9), ('trial', 9), ('says', 8), ('attack', 8), ('suspects', 8), ('Keystone', 8), ('pipeline', 8), ('selection', 8), ('begins', 8), ('Michigan', 8), ('AirAsia', 7), ('murder', 7), ('Aaron Hernandez', 7), ('70', 6), ('Sri Lanka', 6), ('plan', 6), ('$', 6), ('accused', 6), ('new', 6), ('may', 6), ('girl', 6), ('Police', 6), ('Paris', 6), ('1', 6), ('Boko Haram', 6), ('terror', 6), ('252000', 6), ('charges', 6), ('detected', 5), ('search', 5), ('black', 5), ('USOC', 5), ('police', 5), ('Olympic', 5), ('marriage', 5), ('bans', 5), ('town', 5), ('Baga', 5)]
2015-01-10	[('Obama', 28), ('AirAsia', 15), ('college', 14), ('SpaceX', 14), ('arrested', 12), ('George Zimmerman', 11), ('Nigeria', 10), ('community', 10), ('rocket', 10), ('landing', 10), ('Paris', 9), ('pileup', 9), ('President', 9), ('free', 9), ('tail', 8), ('attack', 8), ('sea', 8), ('Michigan', 8), ('terror', 7), ('new', 7), ('Boko Haram', 7), ('assault', 7), ('Florida', 7), ('felony', 6), ('charges', 6), ('suspect', 6), ('dead', 6), ('says', 6), ('France', 6), ('killed', 6), ('still', 6), ('week', 6), ('search', 5), ('Keystone', 5), ('1', 5), ('station', 5), ('2015', 5), ('plan', 5), ('test', 5), ('+video', 5), ('French', 5), ('!', 5), ('Petraeus', 4), ('Indonesian', 4), ('QZ8501', 4), ('9', 4), ('Romney', 4), ('US', 4), ('crashed', 4), ('plane', 4)]
2015-01-11	[('Paris', 32), ('AirAsia', 15), ('attack', 13), ('Golden Globes', 13), ('2015', 12), ('Nigeria', 12), ('France', 10), ('rally', 10), ('leaders', 9), ('black', 9), ('Texas', 9), ('57', 9), ('kills', 9), ('march', 9), ('Packers', 9), ('attacks', 8), ('suicide', 8), ('killed', 8), ('boxes', 7), ('people', 7), ('Globes', 7), ('Holder', 7), ('summit', 7), ('World', 6), ('hospital', 6), ('Muslim', 6), ('Obama', 6), ('victims', 6), ('terror', 6), ('3', 6), ('Patriots', 6), ('host', 6), ('show', 6), ('White House', 6), ('Cowboys', 6), ('extremism', 6), ('Petraeus', 6), ('hailed', 5), ('Idaho', 5), ('tanker', 5), ('Pakistan', 5), ('gunman', 5), ('shooting', 5), ('box', 5), ('may', 5), ('market', 5), ('title', 5), ('game', 5), ('Boko Haram', 5), ('terrorism', 5)]
2015-01-12	"[('Paris', 20), ('Obama', 20), ('US', 16), ('AirAsia', 15), ('says', 14), ('data', 12), ('de', 12), ('Golden Globes', 9), ('retrieve', 9), ('black', 9), ('rally', 9), ('2016', 9), ('Charlie Hebdo', 8), ('new', 8), ('privacy', 8), ('Haiti', 7), ('Divers', 7), ('recorder', 7), ('Taliban', 7), ('Cowboys', 7), ('Congress', 7), ('march', 7), ('White House', 7), (""n't"", 7), ('Senate', 7), ('McCaskill', 7), ('Twitter', 7), ('attacks', 6), ('president', 6), ('massacre', 6), (""'Boyhood"", 6), ('Deciphering', 6), ('boxes', 6), ('crash', 6), ('1', 6), ('UPDATE', 6), ('5', 6), ('run', 6), ('Run', 6), ('hacked', 6), ('del', 6), ('earthquake', 5), ('laws', 5), ('school', 5), ('reopens', 5), ('top', 5), ('Police', 5), ('box', 5), ('Globes', 5), ('$', 5)]"
2015-01-13	"[('Obama', 28), ('State', 20), ('Paris', 17), ('US', 15), ('Senate', 12), ('2016', 11), ('bid', 11), ('GOP', 11), ('says', 10), ('new', 10), ('Charlie Hebdo', 9), ('California', 8), ('attacks', 8), ('Twitter', 7), ('run', 7), ('AirAsia', 7), ('UPDATE', 7), ('congressman', 7), ('Romney', 7), ('dead', 6), ('smoke', 6), (""n't"", 6), ('Ohio State', 6), ('victims', 6), ('Israel', 6), ('General', 6), ('Pakistan', 6), ('terror', 6), ('White House', 6), ('compares', 6), ('Hitler', 6), ('bus', 6), ('10', 6), ('Boehner', 6), ('video', 6), ('Christie', 6), ('security', 5), ('1', 5), ('DC', 5), ('Kamala Harris', 5), ('France', 5), ('back', 5), ('military', 5), ('Attorney', 5), ('show', 5), ('could', 5), ('India', 5), ('leaders', 5), ('work', 5), ('YouTube', 5)]"
2015-01-14	[('Obama', 20), ('US', 16), ('attack', 16), ('bus', 11), ('Paris', 11), ('says', 10), ('officials', 10), ('station', 10), ('Boko Haram', 10), ('space', 9), ('10', 9), ('Secret Service', 9), ('new', 8), ('officer', 8), ('El', 8), ('Capitan', 8), ('AirAsia', 8), ('House', 8), ('claims', 8), ('Qaeda', 8), ('Texas', 8), ('prison', 8), ('train', 8), ('Charlie Hebdo', 7), ('dead', 7), ('de', 7), ('JPMorgan', 7), ('methane', 7), ('Video', 6), ('attacks', 6), ('bartender', 6), ('Ohio', 6), ('evacuate', 6), ('life', 6), ('immigration', 6), ('Nigeria', 6), ('broadband', 6), ('leave', 6), ('2016', 5), ('police', 5), ('say', 5), ('2', 5), ('Yosemite', 5), ('top', 5), ('lawmaker', 5), ('found', 5), ('John Boehner', 5), ('plan', 5), ('Yemen', 5), ('President', 5)]
2015-01-15	"[('Obama', 19), ('Oscar', 16), ('attack', 14), ('nominations', 12), ('Paris', 11), ('man', 10), ('Yosemite', 10), ('Ohio', 9), ('El', 9), ('Capitan', 9), ('says', 9), ('leave', 9), ('US', 9), ('terror', 9), (""'Birdman"", 9), ('Cuba', 9), ('2', 8), ('Pope', 8), ('police', 8), ('paid', 7), ('Oklahoma', 7), ('new', 7), ('State', 7), ('plot', 6), ('climb', 6), ('attacks', 6), ('Two', 6), ('climbers', 6), ('-', 6), ('Charlie Hebdo', 6), ('Oscars', 6), ('GOP', 6), (""'Budapest"", 6), ('embargo', 6), ('2015', 6), ('Belgian', 6), ('travel', 6), ('images', 5), ('top', 5), ('arrested', 5), ('UPDATE', 5), ('push', 5), ('working', 5), ('``', 5), (""''"", 5), ('high', 5), ('films', 5), ('recognize', 5), ('Canada', 5), ('trade', 5)]"
2015-01-16	[('police', 19), ('Paris', 16), ('Obama', 15), ('2', 13), ('2014', 13), ('call', 12), ('2016', 12), ('US', 11), ('plan', 10), ('Muslim', 10), ('prayer', 10), ('train', 9), ('RNC', 9), ('Europe', 9), ('crime', 9), ('Iran', 9), ('GOP', 9), ('UK', 8), ('Cameron', 8), ('spree', 8), ('year', 8), ('Twitter', 8), ('Penn State', 8), ('400', 7), ('rebels', 7), ('back', 7), ('black', 7), ('arrested', 7), ('Oklahoma', 6), ('President', 6), ('troops', 6), ('Syrian', 6), ('office', 6), ('teen', 6), ('found', 6), ('hottest', 6), ('record', 6), ('new', 6), ('wins', 6), ('debates', 6), ('Duke', 5), ('chapel', 5), ('first', 5), ('Belgian', 5), ('Florida', 5), ('Philippine', 5), ('says', 5), ('Belgium', 5), ('terror', 5), ('cancels', 5)]
2015-01-17	"[('police', 16), ('dead', 13), ('2014', 12), ('2016', 12), ('Pope', 11), ('Obama', 11), ('Florida', 11), ('shooting', 11), ('year', 10), ('record', 10), ('Police', 10), ('CBS', 10), ('fire', 10), ('terror', 9), ('Belgium', 9), ('mall', 9), ('shot', 9), ('2', 9), ('Greg Anthony', 8), ('Charlie Hebdo', 8), ('warmest', 7), ('marriage', 7), ('Romney', 7), ('says', 7), ('killed', 7), ('found', 7), ('dies', 7), ('Mitt Romney', 6), ('set', 6), (""n't"", 6), ('suspect', 6), ('State', 6), ('Niger', 6), ('quadruplets', 6), ('say', 5), ('US', 5), ('woman', 5), ('raids', 5), ('Supreme Court', 5), ('gay', 5), ('crime', 5), ('suspects', 5), ('New', 5), ('Run', 5), ('ICC', 5), ('new', 5), ('arrest', 5), ('Mounties', 5), ('New Jersey', 5), (""'Shake"", 5)]"
2015-01-18	[('Obama', 20), ('Florida', 13), ('State', 13), ('Indonesia', 11), ('dead', 11), ('Delaware', 11), ('President', 9), ('Ukraine', 9), ('home', 9), ('Shots', 9), ('fired', 9), ('executes', 8), ('mall', 8), ('2016', 8), ('shooting', 8), ('Mass', 8), ('tax', 8), ('Donetsk', 8), ('airport', 8), ('King', 8), ('Pope', 7), ('2', 7), ('Charlie Hebdo', 7), ('Islamic', 7), ('rebels', 7), ('rally', 7), ('Philippines', 6), ('1', 6), ('GOP', 6), ('newborn', 6), ('US', 6), ('Manila', 6), ('police', 6), ('fire', 6), ('Mother', 6), ('Kentucky', 6), ('wealthy', 6), ('retake', 6), ('Romney', 6), ('Biden', 6), ('outside', 6), ('terror', 5), ('drug', 5), ('wounded', 5), ('two', 5), ('Police', 5), ('found', 5), ('firing', 5), ('protests', 5), ('Niger', 5)]
2015-01-19	"[('State', 21), ('King', 19), ('1', 18), ('%', 17), ('Union', 15), ('Obama', 14), (""'American"", 13), ('Patriots', 12), ('Sniper', 12), ('US', 11), ('Jr.', 10), ('Yemen', 10), ('wealth', 10), ('Iran', 9), ('outside', 9), ('home', 9), ('Martin Luther', 9), ('2016', 9), ('Hezbollah', 9), ('Richest', 9), ('NFL', 8), ('5', 8), ('killed', 8), ('presidential', 8), ('Pope', 8), ('Israel', 8), ('Jindal', 8), (""'no-go"", 8), ('NSA', 7), ('dead', 7), ('Pope Francis', 7), ('Oxfam', 7), ('says', 7), ('control', 7), ('world', 7), ('prosecutor', 7), ('found', 7), ('Prosecutor', 7), ('de', 7), ('Martin Luther King', 6), ('North Korea', 6), ('attack', 6), ('Day', 6), ('rest', 6), ('Israeli', 6), ('Argentine', 6), ('Argentina', 6), ('zones', 6), ('palace', 5), ('footballs', 5)]"
